Index,Date,Passenger Rail Passengers,Passenger Rail Passenger Miles,Passenger Rail Total Train Miles,Passenger Rail Employee Hours Worked,Passenger Rail Yard Switching Miles,Passenger Rail Total Reports
545,6/1/1992 0:00,3018138,478204759,3277368,3971745,262847,2
546,7/1/1992 0:00,3337720,610774196,3694025,4132381,262572,2
547,8/1/1992 0:00,3425174,627359211,3689030,4045132,272166,2
548,9/1/1992 0:00,3084837,516516158,3572052,4015013,255564,2
549,10/1/1992 0:00,3181422,538313763,3692566,4244756,269398,2
550,11/1/1992 0:00,3185873,539769246,3601335,3898735,251537,2
551,12/1/1992 0:00,3158046,551397116,3712953,3941180,260064,2
552,1/1/1993 0:00,3054123,500349189,3608667,4016468,200210,2
553,2/1/1993 0:00,2937448,461280157,3305329,3811175,186032,2
554,3/1/1993 0:00,3287516,534476186,3670178,4353403,212832,2
555,4/1/1993 0:00,3304762,562429065,3600733,4118114,206322,2
556,5/1/1993 0:00,3267243,554039017,3686558,4194770,207990,2
557,6/1/1993 0:00,3395962,580500717,3658547,4257141,206707,2
558,7/1/1993 0:00,3370573,586861727,3741280,4085987,204361,2
559,8/1/1993 0:00,3505918,611839976,3760693,4202455,213213,2
560,9/1/1993 0:00,3158100,501353952,3630214,4365296,201084,2
561,10/1/1993 0:00,3218031,507702230,3766372,4209811,217674,2
562,11/1/1993 0:00,3215947,489299178,3561630,4030402,197707,2
563,12/1/1993 0:00,3111083,503041903,3692885,3999055,203081,2
564,1/1/1994 0:00,3150985,472917856,3539097,4154780,198044,2
565,2/1/1994 0:00,3092354,463567851,4097509,3876554,184488,2
566,3/1/1994 0:00,3481677,572167273,3669052,4384043,210612,2
567,4/1/1994 0:00,3308812,546898075,3522919,4125356,209362,2
568,5/1/1994 0:00,3397517,524008197,3639315,4274055,205165,2
569,6/1/1994 0:00,3397045,531971149,3568609,3698083,206562,2
570,7/1/1994 0:00,3471268,578257564,3642983,4123484,205426,2
571,8/1/1994 0:00,3619233,587229076,3708206,4529251,213300,2
572,9/1/1994 0:00,3312771,490032783,3556231,4199036,202378,2
573,10/1/1994 0:00,3436149,493619903,3628679,4312674,211134,2
574,11/1/1994 0:00,3412984,477594716,3591495,4302015,198312,2
575,12/1/1994 0:00,3291265,490779357,3762147,4060031,203048,2
576,1/1/1995 0:00,3209841,425207429,3543608,3874957,153915,2
577,2/1/1995 0:00,3053626,393268412,3062154,3689979,144176,2
578,3/1/1995 0:00,3413313,489360683,3440449,4121952,169672,2
579,4/1/1995 0:00,3356446,490903635,3135433,3750132,159514,2
580,5/1/1995 0:00,3463527,511120586,3308494,3732267,161967,2
581,6/1/1995 0:00,3353598,542693418,3140872,3977164,163375,2
582,7/1/1995 0:00,3431899,571259638,3179631,3878164,161742,2
583,8/1/1995 0:00,3552940,580982161,3226213,3740261,173050,2
584,9/1/1995 0:00,3208323,451385426,3043263,3765409,159009,2
585,10/1/1995 0:00,3325631,441202778,3137927,4004163,167580,2
586,11/1/1995 0:00,3210029,435470011,3623374,3727936,156520,2
587,12/1/1995 0:00,3119053,444598571,3114921,3659487,159214,2
588,1/1/1996 0:00,2990875,362022328,3053546,3967896,154884,2
589,2/1/1996 0:00,2965922,343413949,2975275,3639347,144547,2
590,3/1/1996 0:00,3104832,416042895,3115320,3864706,169612,2
591,4/1/1996 0:00,3235894,425092726,3027555,3754950,159443,2
592,5/1/1996 0:00,3371160,467573082,3141509,3926463,160445,2
593,6/1/1996 0:00,1809256,476554648,2716298,3414004,161065,2
594,7/1/1996 0:00,1971486,525954361,2731264,3543506,161975,2
595,8/1/1996 0:00,2078166,551695523,2835613,3572978,170868,2
596,9/1/1996 0:00,1608040,412344840,2688612,3096507,154988,2
597,10/1/1996 0:00,1689996,425991795,2805129,3682284,165348,2
598,11/1/1996 0:00,1581188,389249720,2732435,3378351,150635,2
599,12/1/1996 0:00,1703378,437256586,2879697,3757265,160060,2
600,1/1/1997 0:00,1398967,337798678,3328713,3577885,180185,2
601,2/1/1997 0:00,1399987,337893100,3303546,3187892,157812,2
602,3/1/1997 0:00,1713561,416925515,3318158,3448021,170087,2
603,4/1/1997 0:00,1659157,408488665,3236239,3598016,170835,2
604,5/1/1997 0:00,1815079,444032624,3370616,3603905,199264,2
605,6/1/1997 0:00,1903113,481053743,3256726,3528974,174866,2
606,7/1/1997 0:00,2111040,540293509,3414323,3822281,215510,2
607,8/1/1997 0:00,2174236,552486079,3040550,3571261,207744,2
608,9/1/1997 0:00,1676933,425814893,2922788,3690784,195665,2
609,10/1/1997 0:00,1778068,445858326,3028937,3791932,208657,2
610,11/1/1997 0:00,1735641,441249575,2921509,3403290,189114,2
611,12/1/1997 0:00,1799564,454400575,3003478,3539698,199655,2
612,1/1/1998 0:00,1573034,371355589,2994789,3611005,206113,2
613,2/1/1998 0:00,1416842,326874247,2970330,3365570,181700,2
614,3/1/1998 0:00,1758974,426172239,3044212,3784360,203393,2
615,4/1/1998 0:00,1829817,447877815,2966276,3665648,199367,2
616,5/1/1998 0:00,1898488,462341914,3104841,3704016,204320,2
617,6/1/1998 0:00,1925774,482325897,3061691,3873538,207232,2
618,7/1/1998 0:00,2141613,537481124,3154295,3925805,223098,2
619,8/1/1998 0:00,2083037,526444502,3064411,3797148,213238,2
620,9/1/1998 0:00,1731345,430364874,2985583,3795589,200292,2
621,10/1/1998 0:00,1796119,444719403,3084853,3843193,210010,2
622,11/1/1998 0:00,1819527,427669956,3006226,3650969,189863,2
623,12/1/1998 0:00,1849336,459051399,3069674,3627003,177062,2
624,1/1/1999 0:00,1601532,384824724,3087577,3797055,210035,2
625,2/1/1999 0:00,1550245,350270063,2805493,3499916,182372,2
626,3/1/1999 0:00,1835025,436837107,3144895,4045745,204447,2
627,4/1/1999 0:00,1843867,435360347,3071044,3857590,201558,2
628,5/1/1999 0:00,1912287,450054655,3181470,3914419,207460,2
629,6/1/1999 0:00,2014835,496553598,3142757,4015672,211982,2
630,7/1/1999 0:00,2132858,543923323,3244917,4007649,228646,2
631,8/1/1999 0:00,2099737,528001216,3246178,4087939,216773,2
632,9/1/1999 0:00,1701827,393137094,2992076,3884533,199663,2
633,10/1/1999 0:00,1809743,425897553,3206974,3961885,212887,2
634,11/1/1999 0:00,1852808,421595015,3116115,3816626,193987,2
635,12/1/1999 0:00,1840903,442742459,3203228,3797569,221003,2
636,1/1/2000 0:00,1543871,366607410,3178238,3884956,200487,2
637,2/1/2000 0:00,1618764,366139276,3029921,3728990,190075,2
638,3/1/2000 0:00,1924055,453096388,3264900,4095524,210315,2
639,4/1/2000 0:00,1977517,473751011,3137423,3724866,203171,2
640,5/1/2000 0:00,2053643,481725263,3295481,4119189,229033,2
641,6/1/2000 0:00,2128695,517102460,3228546,3950579,208562,2
642,7/1/2000 0:00,2179403,564747276,3306932,3935743,208310,2
643,8/1/2000 0:00,2213683,558060051,3343198,4093007,214358,2
644,9/1/2000 0:00,1880892,446489429,3213223,3891056,204935,2
645,10/1/2000 0:00,1979403,462329685,1944302,4100880,233139,2
646,11/1/2000 0:00,1982030,442268378,3214792,3935939,198536,2
647,12/1/2000 0:00,2001810,461651082,3265043,3685066,204215,2
648,1/1/2001 0:00,1683799,379458113,3278833,3834634,202582,2
649,2/1/2001 0:00,1745627,366288212,3013676,3468671,191092,2
650,3/1/2001 0:00,2011105,448912584,3350323,3838789,214235,2
651,4/1/2001 0:00,2027208,455496342,3193056,3644452,184414,2
652,5/1/2001 0:00,2085933,462376555,3414322,3857375,230142,2
653,6/1/2001 0:00,2188063,528690495,3309971,3688314,213569,2
654,7/1/2001 0:00,2251180,564037290,3436118,3688620,216006,2
655,8/1/2001 0:00,2327134,562266005,3470372,3823082,220652,2
656,9/1/2001 0:00,1762273,446266947,3309637,3588402,206621,2
657,10/1/2001 0:00,1952178,452095177,3484415,3997244,236620,2
658,11/1/2001 0:00,1973972,446094295,3349413,3595400,210258,2
659,12/1/2001 0:00,1988189,479188686,3388866,3357846,177757,2
660,1/1/2002 0:00,1759871,398443099,3449820,3753338,201805,2
661,2/1/2002 0:00,1772163,397948979,3146083,3279163,192440,2
662,3/1/2002 0:00,2021506,459147305,3474697,3462288,189907,2
663,4/1/2002 0:00,2049477,453149024,3375089,3465832,183928,2
664,5/1/2002 0:00,2114453,461622928,3544543,3594613,235836,2
665,6/1/2002 0:00,2108990,499734575,3423311,3348673,215133,2
666,7/1/2002 0:00,2252579,564023742,3519049,3422331,216418,2
667,8/1/2002 0:00,2145056,516067118,3442490,3486738,221255,2
668,9/1/2002 0:00,1795362,385089969,3357481,3300520,199570,2
669,10/1/2002 0:00,1919552,399247828,3531369,3516510,261744,2
670,11/1/2002 0:00,1860455,376011411,3362258,3138729,208824,2
671,12/1/2002 0:00,2010859,448245893,3471202,3119488,216848,2
672,1/1/2003 0:00,1778411,393287373,3492959,3334707,214932,2
673,2/1/2003 0:00,1750527,390041481,3075308,3093034,197712,2
674,3/1/2003 0:00,2067860,472573962,3449746,3334837,224115,2
675,4/1/2003 0:00,2099917,483653074,3356762,3283200,197111,2
676,5/1/2003 0:00,2148109,489484678,3526089,3406228,251527,2
677,6/1/2003 0:00,2234326,531138943,3430092,3301869,226421,2
678,7/1/2003 0:00,2339152,578767927,3521838,3377364,226461,2
679,8/1/2003 0:00,2218201,557897322,3522479,3337370,231078,2
680,9/1/2003 0:00,1950824,427807444,3340517,3266961,217091,2
681,10/1/2003 0:00,2122801,463025617,3540731,3259559,245486,2
682,11/1/2003 0:00,2076766,448181812,3364895,3074287,222986,2
683,12/1/2003 0:00,2142333,489403554,3473435,3154382,214798,2
684,1/1/2004 0:00,1832125,410338393,3421239,3235764,215925,2
685,2/1/2004 0:00,1839253,389778365,3203266,3101904,203595,2
686,3/1/2004 0:00,2134151,452956930,3497464,3428953,221916,2
687,4/1/2004 0:00,2191027,471114446,3361628,3232054,215451,2
688,5/1/2004 0:00,2218207,472861212,3420454,3344800,243135,2
689,6/1/2004 0:00,2221743,514365919,3356346,3451479,226918,2
690,7/1/2004 0:00,2291328,554813029,3500527,3359455,232771,2
691,8/1/2004 0:00,2220921,511216651,3506284,3446259,237951,2
692,9/1/2004 0:00,1938327,401403280,3283544,3266465,224226,2
693,10/1/2004 0:00,2115874,436908280,3521681,3320355,249119,2
694,11/1/2004 0:00,2157451,440222335,3354450,3201482,214741,2
695,12/1/2004 0:00,2230181,476798294,3448991,3137694,221641,2
696,1/1/2005 0:00,1839989,378368103,3339582,3203078,226426,2
697,2/1/2005 0:00,1794687,351583660,3068580,2984504,210886,2
698,3/1/2005 0:00,2259679,463828081,3441123,3364647,252975,2
699,4/1/2005 0:00,2118528,430496434,3253238,3217894,221997,2
700,5/1/2005 0:00,2197000,462014277,3334596,3263367,227972,2
701,6/1/2005 0:00,2229181,508598324,3266316,3251803,232483,2
702,7/1/2005 0:00,2294045,548229054,3335575,3219043,230117,2
703,8/1/2005 0:00,2240237,511556316,3406844,3451799,258759,2
704,9/1/2005 0:00,2098159,436175168,3243126,3157384,216173,2
705,10/1/2005 0:00,2122908,432503304,3378017,3192168,227293,2
706,11/1/2005 0:00,2076932,435866215,3250466,3097953,218347,2
707,12/1/2005 0:00,2005417,447261670,3276882,3015519,223255,2
708,1/1/2006 0:00,1719180,363830405,3283391,3127357,228549,2
709,2/1/2006 0:00,1691007,347575222,2965680,2901638,212394,2
710,3/1/2006 0:00,2035593,430329187,3371943,3308004,261878,2
711,4/1/2006 0:00,2072708,445609435,3209644,3043590,224080,2
712,5/1/2006 0:00,2137806,459957974,3347504,3260833,224747,2
713,6/1/2006 0:00,2237119,516527472,3289283,3199531,230334,2
714,7/1/2006 0:00,2259429,549393934,3354056,3140454,229935,2
715,8/1/2006 0:00,2248256,530942270,3399512,3321303,238033,2
716,9/1/2006 0:00,1955830,427768908,3294187,3151792,253382,2
717,10/1/2006 0:00,2142741,451598087,3387829,3218233,232370,2
718,11/1/2006 0:00,2154746,451610146,3366870,3084829,224714,2
719,12/1/2006 0:00,2070530,461370074,3423096,2977391,233642,2
720,1/1/2007 0:00,1797833,377529725,3458828,3184044,230387,2
721,2/1/2007 0:00,1780001,360542790,3089233,2878284,218986,2
722,3/1/2007 0:00,2175847,459164806,3489454,3325001,262524,2
723,4/1/2007 0:00,2208166,470429231,3363170,3130029,227985,2
724,5/1/2007 0:00,2314375,494257576,3505786,3301459,229260,2
725,6/1/2007 0:00,2327930,545207971,3399084,3188923,231943,2
726,7/1/2007 0:00,2459575,585837053,3519559,3210346,232776,2
727,8/1/2007 0:00,2468308,570807078,3536676,3347717,235076,2
728,9/1/2007 0:00,2118244,451772968,3369792,3052935,228121,2
729,10/1/2007 0:00,2340628,483184463,3508841,3334727,232370,2
730,11/1/2007 0:00,2414398,503151672,3400870,3039860,224714,2
731,12/1/2007 0:00,2313336,508739922,3418348,2895404,230091,2
883,8/1/2020 0:00,,,,,,
882,7/1/2020 0:00,,,,,,
881,6/1/2020 0:00,,,,,,
880,5/1/2020 0:00,213983,69098462,2037397,2745323,128937,2
879,4/1/2020 0:00,121154,36018048,2070618,2745367,121903,2
878,3/1/2020 0:00,1130190,233377315,2997776,3073471,162151,2
877,2/1/2020 0:00,2163475,400433113,3124037,2945522,174288,2
876,1/1/2020 0:00,2399424,447564878,3505313,3147306,182445,2
875,12/1/2019 0:00,2791252,524685446,3404907,2918102,179475,2
874,11/1/2019 0:00,2788274,524186383,3405480,2950851,180909,2
873,10/1/2019 0:00,2856692,540165523,3535184,3314190,185349,2
872,9/1/2019 0:00,2748268,528336348,3388490,3045856,184628,2
871,8/1/2019 0:00,3056574,626644744,3566282,3291356,207037,2
870,7/1/2019 0:00,3108797,657244637,3523575,3241361,193669,2
869,6/1/2019 0:00,2988187,618224369,3387252,3086515,185634,2
868,5/1/2019 0:00,2897825,576765031,3535458,3264618,194725,2
867,4/1/2019 0:00,2728995,532041046,3405853,3156890,177472,2
866,3/1/2019 0:00,2692861,517020057,3494111,3222021,190018,2
865,2/1/2019 0:00,2164554,400576951,3112920,2877892,164452,2
864,1/1/2019 0:00,2288770,443790117,3417817,3185889,177672,2
863,12/1/2018 0:00,2672584,551882741,3400344,2850120,178475,2
862,11/1/2018 0:00,2875062,561549866,3388609,3022043,176801,2
861,10/1/2018 0:00,2809806,541695863,3495697,3317689,182051,2
860,9/1/2018 0:00,2583522,495908489,3314827,3051491,204432,2
859,8/1/2018 0:00,2983033,622165201,3561821,3313250,192110,2
858,7/1/2018 0:00,3063808,655798387,3537038,3170620,192013,2
857,6/1/2018 0:00,2910516,600475156,3430809,3141882,188695,2
856,5/1/2018 0:00,2794122,556052014,3495513,3289612,189787,2
855,4/1/2018 0:00,2595973,502623911,3398092,3138092,177238,2
854,3/1/2018 0:00,2566889,507584752,3380368,3253429,192729,2
853,2/1/2018 0:00,2162715,397611189,3124006,2891269,162523,2
852,1/1/2018 0:00,2308715,438710211,3428324,3222581,174582,2
851,12/1/2017 0:00,2685874,558435738,3426697,2992572,173430,2
850,11/1/2017 0:00,2805180,552222667,3371702,3160305,174755,2
849,10/1/2017 0:00,2788447,544835510,3486367,3352708,180924,2
848,9/1/2017 0:00,2604788,511006011,3335568,3160709,198213,2
847,8/1/2017 0:00,2943592,628885839,3504171,3396425,192000,2
846,7/1/2017 0:00,3012988,667515087,3475556,3173703,191217,2
845,6/1/2017 0:00,2939540,636313142,3445197,3277866,187714,2
844,5/1/2017 0:00,2822981,574606036,3487216,3345829,188425,2
843,4/1/2017 0:00,2764389,561148298,3342228,3156697,190095,2
842,3/1/2017 0:00,2659548,530748447,3464598,3410941,196791,2
841,2/1/2017 0:00,2153891,405865664,3121837,2921855,164751,2
840,1/1/2017 0:00,2330923,458016423,3432608,3215098,177548,2
839,12/1/2016 0:00,2676894,562539179,3507901,3044631,180597,2
838,11/1/2016 0:00,2714255,541014515,3444562,3139114,179751,2
837,10/1/2016 0:00,2619410,515715563,3458986,3313513,186990,2
836,9/1/2016 0:00,2641410,529746419,3371411,3221852,203411,2
835,8/1/2016 0:00,2878610,622399656,3497508,3415722,195709,2
834,7/1/2016 0:00,3055054,681258622,3479641,3184975,199499,2
833,6/1/2016 0:00,2873730,624827889,3386323,3346761,197954,2
832,5/1/2016 0:00,2773454,571922265,3465594,3388908,201004,2
831,4/1/2016 0:00,2540725,512433020,3345959,3324587,201637,2
830,3/1/2016 0:00,2730170,555131660,3465504,3424773,191418,2
829,2/1/2016 0:00,2217808,425393477,3226757,3146006,190307,2
828,1/1/2016 0:00,2182579,443214812,3348646,3217713,188020,2
827,12/1/2015 0:00,2586422,561992627,3412727,3198897,188135,2
826,11/1/2015 0:00,2649324,538968201,3312949,3166559,188820,2
825,10/1/2015 0:00,2638375,523223360,3437979,3492242,199395,2
824,9/1/2015 0:00,2522953,519017227,3411361,3344550,197278,2
823,8/1/2015 0:00,2814865,627586111,3508754,3377963,200671,2
822,7/1/2015 0:00,2987128,680358542,3530697,3468209,200614,2
821,6/1/2015 0:00,2798343,620954019,3421147,3445368,201226,2
820,5/1/2015 0:00,2534363,539871332,3530957,3356582,216237,2
819,4/1/2015 0:00,2625765,541203782,3376328,3362867,192878,2
818,3/1/2015 0:00,2679096,556689651,3452210,3449427,193652,2
817,2/1/2015 0:00,2167689,430056703,3163862,3032522,189071,2
816,1/1/2015 0:00,2194509,458200128,3406940,3260091,181864,2
815,12/1/2014 0:00,2658904,587913029,3426322,3176421,191291,2
814,11/1/2014 0:00,2668465,546544981,3336679,3111840,193036,2
813,10/1/2014 0:00,2704061,554539946,3502663,3576941,208850,2
812,9/1/2014 0:00,2571623,540029397,3544931,3364598,188884,2
811,8/1/2014 0:00,2928658,649665562,3600640,3376944,191436,2
810,7/1/2014 0:00,2970213,672539892,3604475,3455397,192326,2
809,6/1/2014 0:00,2802647,624637290,3503581,3378785,196924,2
808,5/1/2014 0:00,2746886,581325298,3597399,3481420,208164,2
807,4/1/2014 0:00,2594901,545773080,3460995,3391032,187309,2
806,3/1/2014 0:00,2579356,542911331,3494065,3407824,174214,2
805,2/1/2014 0:00,2094114,424362057,3137342,3082904,160953,2
804,1/1/2014 0:00,2207290,466418567,3438223,3405628,188489,2
803,12/1/2013 0:00,2714676,604977613,3541085,3134233,187520,2
802,11/1/2013 0:00,2551403,519835331,3415824,3215963,197024,2
801,10/1/2013 0:00,2981487,674078738,3583717,3569455,185412,2
800,9/1/2013 0:00,3000209,676533520,3612251,3341962,190766,2
799,8/1/2013 0:00,3022917,678920983,3635022,3465110,195728,2
798,7/1/2013 0:00,2954693,681357191,3634796,3454988,195994,2
797,6/1/2013 0:00,2839089,638602721,3509052,3348985,191586,2
796,5/1/2013 0:00,2816920,598536892,3623355,3556884,209991,2
795,4/1/2013 0:00,2817093,603515708,3586955,3431319,185816,2
794,3/1/2013 0:00,2820053,604193668,3586355,3352597,187680,2
793,2/1/2013 0:00,2218372,448821441,3204826,3059646,174029,2
792,1/1/2013 0:00,2605070,577032191,3514412,3405041,186378,2
791,12/1/2012 0:00,2606922,577219034,3541030,3050809,205195,2
790,11/1/2012 0:00,2560074,534831976,3433807,3257306,224069,2
789,10/1/2012 0:00,2597751,539910016,3494044,3468146,206106,2
788,9/1/2012 0:00,2505925,533542490,3432738,3219452,200992,2
787,8/1/2012 0:00,2807309,639545067,3628589,3537020,211055,2
786,7/1/2012 0:00,2819009,663965533,3590865,3386646,217054,2
785,6/1/2012 0:00,2792266,642263746,3505967,3429270,228275,2
784,5/1/2012 0:00,2752096,594778477,3605391,3494340,211503,2
783,4/1/2012 0:00,2765051,585609840,3441450,3309424,200910,2
782,3/1/2012 0:00,2766401,544100123,3518787,3483259,209556,2
781,2/1/2012 0:00,2232285,461139329,3309668,3201458,201495,2
780,1/1/2012 0:00,2224842,463005361,3562085,3340880,210871,2
779,12/1/2011 0:00,2516685,557374424,3554044,3205844,242939,2
778,11/1/2011 0:00,2631848,552477847,3436879,3338743,212351,2
777,10/1/2011 0:00,2390414,543403112,3572176,3489930,222123,2
776,9/1/2011 0:00,2537282,509094731,3448614,3435574,216987,2
775,8/1/2011 0:00,2754574,581116991,3476455,3603128,218846,2
774,7/1/2011 0:00,2931813,632786423,3595073,3458617,239646,2
773,6/1/2011 0:00,2844286,595163810,3485629,3516530,210329,2
772,5/1/2011 0:00,2707136,584806522,3575208,3501895,214988,2
771,4/1/2011 0:00,2689904,572508869,3449722,3365734,208030,2
770,3/1/2011 0:00,2612362,566357389,3588882,3619644,214425,2
769,2/1/2011 0:00,2099631,436196722,3191996,3152260,197663,2
768,1/1/2011 0:00,2126847,456336772,3528530,3429673,203435,2
767,12/1/2010 0:00,2505001,558069744,3569982,3376318,232294,2
766,11/1/2010 0:00,2541469,528519429,3465170,3334575,218258,2
765,10/1/2010 0:00,2542494,531024449,3579201,3523077,220455,2
764,9/1/2010 0:00,2300632,497091526,3470407,3456769,213064,2
763,8/1/2010 0:00,2574165,597056638,3616066,3561651,218240,2
762,7/1/2010 0:00,2805798,669880427,3616853,3527738,244242,2
761,6/1/2010 0:00,2593688,604206171,3494704,3539687,219803,2
760,5/1/2010 0:00,2503651,544408276,3518013,3451013,209347,2
759,4/1/2010 0:00,2446113,520013629,3451608,3478591,205893,2
758,3/1/2010 0:00,2474908,538675366,3560237,3629837,212974,2
757,2/1/2010 0:00,1951901,405905875,3088012,3122066,192744,2
756,1/1/2010 0:00,2032892,440854078,3521094,3377882,225554,2
755,12/1/2009 0:00,2395277,537980573,3529260,3264600,226685,2
754,11/1/2009 0:00,2390149,498855768,3445180,3191214,219605,2
753,10/1/2009 0:00,2379080,493132875,3576429,3474911,232245,2
752,9/1/2009 0:00,2179662,462787005,3436159,3340667,220257,2
751,8/1/2009 0:00,2520906,582302101,3571055,3360872,237125,2
750,7/1/2009 0:00,2557381,596670353,3620025,3518664,260880,2
749,6/1/2009 0:00,2378540,542873119,3468903,3371421,229614,2
748,5/1/2009 0:00,2344393,494908098,4136079,3244322,227822,2
747,4/1/2009 0:00,2271283,469783200,3423245,3257856,223868,2
746,3/1/2009 0:00,2182251,456227991,3516742,3306315,231057,2
745,2/1/2009 0:00,1850090,376710497,3181921,2924185,212344,2
744,1/1/2009 0:00,1978924,419766348,4108554,3243862,247170,2
743,12/1/2008 0:00,2285949,511270950,3483401,3067198,230017,2
742,11/1/2008 0:00,2326111,484492078,3387137,2957053,218665,2
741,10/1/2008 0:00,2442790,517898247,3511001,3374326,234170,2
740,9/1/2008 0:00,2322511,500634771,3348813,3201517,221348,2
739,8/1/2008 0:00,2756141,620188551,3518955,3314557,260328,2
738,7/1/2008 0:00,2796007,645144911,3531821,3310377,233653,2
737,6/1/2008 0:00,2598974,580290736,3430792,3241677,229177,2
736,5/1/2008 0:00,2593835,550928592,3497372,3258385,230300,2
735,4/1/2008 0:00,2320765,473811702,3392761,3265196,222564,2
734,3/1/2008 0:00,2426487,504552405,3473707,3175595,229366,2
733,2/1/2008 0:00,2029844,395912010,3257992,3035762,235165,2
732,1/1/2008 0:00,2005292,416211470,3417775,3221099,194991,2
